CNN,SURVEY_SOURCE,PRIMARY_ST,CROSS_STREET_1,CROSS_ST_2,MID_CORRIDOR,TYPE,DIRECTION,DAY,DATE,DAY_OF_WEEK,DAY_OF_MONTH,MONTH,YEAR,ROADWAY_CLASS,DATA_SOURCE,VOLUME_ADT,VOLUME_AM_PEAK,VOLUME_PM_PEAK,85_PERC_SPEED,AVERAGE_SPEED,,,,,,,,,
12310000,SFMTA,SUSSEX ST,CONRAD ST,SWISS ST,,TUBE,EB,4,8/30/2017,WEDNESDAY,30,8,2017,Residential,,127,12,16,21,17,,,,,,,,,
3756000,SFMTA,CASELLI AVE,CLOVER ST,DANVERS ST,YUKON ST,TUBE,WB,4,8/30/2017,WEDNESDAY,30,8,2017,Residential,,156,22,15,24,16,,,,,,,,,
3757000,SFMTA,CASELLI AVE,CLOVER ST,DANVERS ST,YUKON ST,TUBE,WB,4,8/30/2017,WEDNESDAY,30,8,2017,Residential,,156,22,15,24,16,,,,,,,,,
7920000,SFMTA,LA PLAYA ST,BALBOA ST,CABRILLO ST,,TUBE,NB,4,8/30/2017,WEDNESDAY,30,8,2017,Residential,,672,54,63,22,16,,,,,,,,,
534000,SFMTA,12TH AVE,CRAGMONT AVENUE,FUNSTON/ROCKRIDGE ST,,TUBE,NB,4,8/30/2017,WEDNESDAY,30,8,2017,Residential,,96,12,12,17,14,,,,,,,,,
11137000,SFMTA,ROMOLO PL,BROADWAY,FRESNO ST,,TUBE,NB,4,8/30/2017,WEDNESDAY,30,8,2017,Residential,,160,20,17,16,13,,,,,,,,,
534000,SFMTA,12TH AVE,CRAGMONT AVENUE,FUNSTON/ROCKRIDGE ST,,TUBE,SB,4,8/30/2017,WEDNESDAY,30,8,2017,Residential,,93,8,11,16,13,,,,,,,,,
11137000,SFMTA,ROMOLO PL,BROADWAY,FRESNO ST,,TUBE,SB,4,8/30/2017,WEDNESDAY,30,8,2017,Residential,,111,10,11,16,12,,,,,,,,,
5511000,SFMTA,FILBERT ST,HYDE ST,LEAVENWORTH ST,,TUBE,EB,4,8/30/2017,WEDNESDAY,30,8,2017,Residential,,1580,240,114,14,11,,,,,,,,,
4537101,SFMTA,CROSSOVER DR,PARK PRESIDIO BYPASS BOULEVARD,TRANSVERSE DR,,TUBE,EB,3,8/30/2017,WEDNESDAY,30,8,2017,,,6469,452,457,,,,,,,,,,,
848000,SFMTA,18TH AVE,VICENTE ST,WAWONA ST,,TUBE,SB,4,8/30/2017,WEDNESDAY,30,8,2017,Residential,,537,82,116,32,27,,,,,,,,,
1652000,SFMTA,30TH AVE,LAWTON ST,MORAGA ST,,TUBE,NB,4,8/30/2017,WEDNESDAY,30,8,2017,Residential,,1452,108,150,31,27,,,,,,,,,
1652000,SFMTA,30TH AVE,LAWTON ST,MORAGA ST,,TUBE,SB,4,8/30/2017,WEDNESDAY,30,8,2017,Residential,,1300,128,112,31,27,,,,,,,,,
848000,SFMTA,18TH AVE,VICENTE ST,WAWONA ST,,TUBE,NB,4,8/30/2017,WEDNESDAY,30,8,2017,Residential,,550,81,65,31,26,,,,,,,,,
1294000,SFMTA,24TH AVE,GEARY BOULEVARD,ANZA ST,,TUBE,SB,4,8/30/2017,WEDNESDAY,30,8,2017,Residential,,688,65,62,29,24,,,,,,,,,
13188000,SFMTA,NIDO AVE/VEGA ST,ANZAVISTA AVE,TURK ST,VEGA,TUBE,NB,4,8/30/2017,WEDNESDAY,30,8,2017,Residential,,597,139,57,29,24,,,,,,,,,
9604000,SFMTA,NIDO AVE/VEGA ST,ANZAVISTA AVE,TURK ST,NIDO,TUBE,NB,4,8/30/2017,WEDNESDAY,30,8,2017,Residential,,597,139,57,29,24,,,,,,,,,
8407000,SFMTA,LISBON ST,BRAZIL AVE,EXCELSIOR AVE,,TUBE,NB,4,8/30/2017,WEDNESDAY,30,8,2017,Residential,,947,136,79,28,24,,,,,,,,,
1294000,SFMTA,24TH AVE,GEARY BOULEVARD,ANZA ST,,TUBE,NB,4,8/30/2017,WEDNESDAY,30,8,2017,Residential,,991,105,50,27,22,,,,,,,,,
8407000,SFMTA,LISBON ST,BRAZIL AVE,EXCELSIOR AVE,,TUBE,SB,4,8/30/2017,WEDNESDAY,30,8,2017,Residential,,917,73,97,26,22,,,,,,,,,
10945000,SFMTA,RAYMOND AVE,DELTA ST,ELLIOT ST,,TUBE,EB,4,8/30/2017,WEDNESDAY,30,8,2017,Residential,,517,49,42,26,22,,,,,,,,,
13188000,SFMTA,NIDO AVE/VEGA ST,ANZAVISTA AVE,TURK ST,VEGA,TUBE,SB,4,8/30/2017,WEDNESDAY,30,8,2017,Residential,,1555,170,141,25,22,,,,,,,,,
9604000,SFMTA,NIDO AVE/VEGA ST,ANZAVISTA AVE,TURK ST,NIDO,TUBE,SB,4,8/30/2017,WEDNESDAY,30,8,2017,Residential,,1555,170,141,25,22,,,,,,,,,
1792000,SFMTA,36TH AVE,ANZA ST,BALBOA ST,,TUBE,NB,4,8/30/2017,WEDNESDAY,30,8,2017,Residential,,1171,112,100,27,22,,,,,,,,,
1792000,SFMTA,36TH AVE,ANZA ST,BALBOA ST,,TUBE,SB,4,8/30/2017,WEDNESDAY,30,8,2017,Residential,,1205,102,118,26,21,,,,,,,,,
2369000,SFMTA,ANZAVISTA AVE,TERRA VISTA AVE,VEGA ST,,TUBE,SB,4,8/30/2017,WEDNESDAY,30,8,2017,Residential,,1805,145,171,25,21,,,,,,,,,
10945000,SFMTA,RAYMOND AVE,DELTA ST,ELLIOT ST,,TUBE,WB,4,8/30/2017,WEDNESDAY,30,8,2017,Residential,,689,61,68,25,21,,,,,,,,,
2369000,SFMTA,ANZAVISTA AVE,TERRA VISTA AVE,VEGA ST,,TUBE,NB,4,8/30/2017,WEDNESDAY,30,8,2017,Residential,,462,71,38,24,20,,,,,,,,,
3406000,SFMTA,BURROWS ST,GIRARD ST,SOMERSET ST,BRUSSELS ST,TUBE,WB,4,8/30/2017,WEDNESDAY,30,8,2017,Residential,,631,60,55,24,19,,,,,,,,,
3407000,SFMTA,BURROWS ST,GIRARD ST,SOMERSET ST,GOETTINGEN ST,TUBE,WB,4,8/30/2017,WEDNESDAY,30,8,2017,Residential,,631,60,55,24,19,,,,,,,,,
3408000,SFMTA,BURROWS ST,GIRARD ST,SOMERSET ST,GOETTINGEN ST,TUBE,WB,4,8/30/2017,WEDNESDAY,30,8,2017,Residential,,631,60,55,24,19,,,,,,,,,
3406000,SFMTA,BURROWS ST,GIRARD ST,SOMERSET ST,BRUSSELS ST,TUBE,EB,4,8/30/2017,WEDNESDAY,30,8,2017,Residential,,607,89,62,23,18,,,,,,,,,
3407000,SFMTA,BURROWS ST,GIRARD ST,SOMERSET ST,GOETTINGEN ST,TUBE,EB,4,8/30/2017,WEDNESDAY,30,8,2017,Residential,,607,89,62,23,18,,,,,,,,,
3408000,SFMTA,BURROWS ST,GIRARD ST,SOMERSET ST,GOETTINGEN ST,TUBE,EB,4,8/30/2017,WEDNESDAY,30,8,2017,Residential,,607,89,62,23,18,,,,,,,,,
3363000,SFMTA,BUENA VISTA AVE EAST,PARK HILL AVE,WALLER ST,DUBOCE AVE,TUBE,EB,5,8/31/2017,THURSDAY,31,8,2017,Residential,,1243,179,100,30,27,,,,,,,,,
3364000,SFMTA,BUENA VISTA AVE EAST,PARK HILL AVE,WALLER ST,DUBOCE AVE,TUBE,EB,5,8/31/2017,THURSDAY,31,8,2017,Residential,,1243,179,100,30,27,,,,,,,,,
2615000,SFMTA,BAKER ST,ANZAVISTA AVE,TERRA VISTA AVE,,TUBE,NB,5,8/31/2017,THURSDAY,31,8,2017,Residential,,795,129,69,30,26,,,,,,,,,
2615000,SFMTA,BAKER ST,ANZAVISTA AVE,TERRA VISTA AVE,,TUBE,SB,5,8/31/2017,THURSDAY,31,8,2017,Residential,,454,39,61,30,26,,,,,,,,,
10650000,SFMTA,POST ST,PIERCE ST,SCOTT ST,,TUBE,EB,5,8/31/2017,THURSDAY,31,8,2017,Residential,,3962,346,290,30,25,,,,,,,,,
3363000,SFMTA,BUENA VISTA AVE EAST,PARK HILL AVE,WALLER ST,DUBOCE AVE,TUBE,WB,5,8/31/2017,THURSDAY,31,8,2017,Residential,,1090,70,107,29,25,,,,,,,,,
3364000,SFMTA,BUENA VISTA AVE EAST,PARK HILL AVE,WALLER ST,DUBOCE AVE,TUBE,WB,5,8/31/2017,THURSDAY,31,8,2017,Residential,,1090,70,107,29,25,,,,,,,,,
10650000,SFMTA,POST ST,PIERCE ST,SCOTT ST,,TUBE,WB,5,8/31/2017,THURSDAY,31,8,2017,Residential,,1683,126,150,30,24,,,,,,,,,
4274000,SFMTA,COLLINS ST,EUCLID AVE,MAYFAIR DR,,TUBE,NB,5,8/31/2017,THURSDAY,31,8,2017,Residential,,605,61,50,28,24,,,,,,,,,
4274000,SFMTA,COLLINS ST,EUCLID AVE,MAYFAIR DR,,TUBE,SB,5,8/31/2017,THURSDAY,31,8,2017,Residential,,652,56,75,27,23,,,,,,,,,
4609000,SFMTA,DAVIS ST,BROADWAY,JACKSON ST,,TUBE,SB,5,8/31/2017,THURSDAY,31,8,2017,Residential,,1299,105,138,26,22,,,,,,,,,
13365000,SFMTA,WALLER ST,PIERCE ST,SCOTT ST,CARMELIA ST,TUBE,EB,5,8/31/2017,THURSDAY,31,8,2017,Residential,,821,124,60,25,21,,,,,,,,,
13365000,SFMTA,WALLER ST,PIERCE ST,SCOTT ST,CARMELIA ST,TUBE,WB,5,8/31/2017,THURSDAY,31,8,2017,Residential,,1091,105,97,25,21,,,,,,,,,
13366000,SFMTA,WALLER ST,PIERCE ST,SCOTT ST,CARMELIA ST,TUBE,WB,5,8/31/2017,THURSDAY,31,8,2017,Residential,,1091,105,97,25,21,,,,,,,,,
3863000,SFMTA,CENTRAL AVE ,FELL ST,HAYES ST,,TUBE,NB,5,8/31/2017,THURSDAY,31,8,2017,Residential,,698,68,48,24,21,,,,,,,,,
13366000,SFMTA,WALLER ST,PIERCE ST,SCOTT ST,CARMELIA ST,TUBE,EB,5,8/31/2017,THURSDAY,31,8,2017,Residential,,821,124,60,25,21,,,,,,,,,
4609000,SFMTA,DAVIS ST,BROADWAY,JACKSON ST,,TUBE,NB,5,8/31/2017,THURSDAY,31,8,2017,Residential,,2294,179,193,25,20,,,,,,,,,
3863000,SFMTA,CENTRAL AVE ,FELL ST,HAYES ST,,TUBE,SB,5,8/31/2017,THURSDAY,31,8,2017,Residential,,837,55,121,24,20,,,,,,,,,
8681000,SFMTA,MAPLE ST,CLAY ST,SACRAMENTO ST,,TUBE,NB,5,8/31/2017,THURSDAY,31,8,2017,Residential,,880,108,90,24,20,,,,,,,,,
8681000,SFMTA,MAPLE ST,CLAY ST,SACRAMENTO ST,,TUBE,SB,5,8/31/2017,THURSDAY,31,8,2017,Residential,,765,64,114,22,18,,,,,,,,,
12056000,SFMTA,SPROULE LANE,CLAY ST,SACRAMENTO ST,,TUBE,SB,5,8/31/2017,THURSDAY,31,8,2017,Residential,,530,56,45,21,17,,,,,,,,,
11137000,SFMTA,ROMOLO PL,BROADWAY,FRESNO ST,,TUBE,NB,5,8/31/2017,THURSDAY,31,8,2017,Residential,,146,12,21,16,12,,,,,,,,,
5511000,SFMTA,FILBERT ST,HYDE ST,LEAVENWORTH ST,,TUBE,EB,4,8/31/2017,THURSDAY,31,8,2017,Residential,,1598,237,109,14,11,,,,,,,,,
11137000,SFMTA,ROMOLO PL,BROADWAY,FRESNO ST,,TUBE,SB,5,8/31/2017,THURSDAY,31,8,2017,Residential,,160,8,18,14,11,,,,,,,,,
13188000,SFMTA,NIDO AVE/VEGA ST,ANZAVISTA AVE,TURK ST,VEGA,TUBE,NB,5,8/31/2017,THURSDAY,31,8,2017,Residential,,661,140,52,29,24,,,,,,,,,
9604000,SFMTA,NIDO AVE/VEGA ST,ANZAVISTA AVE,TURK ST,NIDO,TUBE,NB,5,8/31/2017,THURSDAY,31,8,2017,Residential,,661,140,52,29,24,,,,,,,,,
13188000,SFMTA,NIDO AVE/VEGA ST,ANZAVISTA AVE,TURK ST,VEGA,TUBE,SB,5,8/31/2017,THURSDAY,31,8,2017,Residential,,1512,155,170,25,22,,,,,,,,,
9604000,SFMTA,NIDO AVE/VEGA ST,ANZAVISTA AVE,TURK ST,NIDO,TUBE,SB,5,8/31/2017,THURSDAY,31,8,2017,Residential,,1512,155,170,25,22,,,,,,,,,
2369000,SFMTA,ANZAVISTA AVE,TERRA VISTA AVE,VEGA ST,,TUBE,SB,5,8/31/2017,THURSDAY,31,8,2017,Residential,,1827,123,206,25,21,,,,,,,,,
2369000,SFMTA,ANZAVISTA AVE,TERRA VISTA AVE,VEGA ST,,TUBE,NB,5,8/31/2017,THURSDAY,31,8,2017,Residential,,534,69,47,24,20,,,,,,,,,
524000,SFMTA,12TH AVE,ANZA ST,BALBOA ST,,TUBE,SB,3,9/12/2017,TUESDAY,12,9,2017,Residential,,783,63,97,30,26,,,,,,,,,
524000,SFMTA,12TH AVE,ANZA ST,BALBOA ST,,TUBE,NB,3,9/12/2017,TUESDAY,12,9,2017,Residential,,1212,152,105,29,25,,,,,,,,,
838000,SFMTA,18TH AVE,LAWTON ST,MORAGA ST,,TUBE,NB,3,9/12/2017,TUESDAY,12,9,2017,Residential,,2405,529,143,29,25,,,,,,,,,
528000,SFMTA,12TH AVE,IRVING ST,JUDAH ST,,TUBE,SB,3,9/12/2017,TUESDAY,12,9,2017,Residential,,1016,88,129,30,24,,,,,,,,,
528000,SFMTA,12TH AVE,IRVING ST,JUDAH ST,,TUBE,NB,3,9/12/2017,TUESDAY,12,9,2017,Residential,,962,134,86,29,24,,,,,,,,,
5855000,SFMTA,FREDERICK ST,ARGUELLO BOULEVARD,STANYAN ST,WILLARD ST,TUBE,WB,3,9/12/2017,TUESDAY,12,9,2017,Residential,,4096,281,360,29,24,,,,,,,,,
838000,SFMTA,18TH AVE,LAWTON ST,MORAGA ST,,TUBE,SB,3,9/12/2017,TUESDAY,12,9,2017,Residential,,2086,176,241,27,24,,,,,,,,,
5854000,SFMTA,FREDERICK ST,ARGUELLO BOULEVARD,STANYAN ST,WILLARD ST,TUBE,WB,3,9/12/2017,TUESDAY,12,9,2017,Residential,,4096,281,360,29,24,,,,,,,,,
769000,SFMTA,17TH AVE,TARAVAL ST,ULLOA ST,,TUBE,SB,3,9/12/2017,TUESDAY,12,9,2017,Residential,,1565,160,185,28,24,,,,,,,,,
769000,SFMTA,17TH AVE,TARAVAL ST,ULLOA ST,,TUBE,NB,3,9/12/2017,TUESDAY,12,9,2017,Residential,,1754,222,160,27,24,,,,,,,,,
5855000,SFMTA,FREDERICK ST,ARGUELLO BOULEVARD,STANYAN ST,WILLARD ST,TUBE,EB,3,9/12/2017,TUESDAY,12,9,2017,Residential,,4708,483,356,27,23,,,,,,,,,
5854000,SFMTA,FREDERICK ST,ARGUELLO BOULEVARD,STANYAN ST,WILLARD ST,TUBE,EB,3,9/12/2017,TUESDAY,12,9,2017,Residential,,4708,483,356,27,23,,,,,,,,,
673000,SFMTA,16TH AVE,ANZA ST,GEARY BLVD,,TUBE,NB,3,9/12/2017,TUESDAY,12,9,2017,Residential,,858,92,64,27,22,,,,,,,,,
673000,SFMTA,16TH AVE,ANZA ST,GEARY BLVD,,TUBE,SB,3,9/12/2017,TUESDAY,12,9,2017,Residential,,731,79,64,27,22,,,,,,,,,
12522000,SFMTA,TERRA VISTA AVE,BAKER ST,FORTUNA AVE,,TUBE,WB,3,9/12/2017,TUESDAY,12,9,2017,Residential,,800,50,65,27,22,,,,,,,,,
672000,SFMTA,16TH AVE,CLEMENT ST,GEARY BLVD,,TUBE,NB,3,9/12/2017,TUESDAY,12,9,2017,Residential,,766,61,70,26,22,,,,,,,,,
2022000,SFMTA,46TH AVE,JUDAH ST,KIRKHAM ST,,TUBE,SB,3,9/12/2017,TUESDAY,12,9,2017,Residential,,1169,69,103,26,22,,,,,,,,,
825000,SFMTA,17TH ST,SHRADER ST,STANYAN ST,,TUBE,WB,3,9/12/2017,TUESDAY,12,9,2017,Residential,,2288,206,168,25,22,,,,,,,,,
671000,SFMTA,16TH AVE,CALIFORNIA ST,CLEMENT ST,,TUBE,NB,3,9/12/2017,TUESDAY,12,9,2017,Residential,,353,41,33,27,21,,,,,,,,,
671000,SFMTA,16TH AVE,CALIFORNIA ST,CLEMENT ST,,TUBE,SB,3,9/12/2017,TUESDAY,12,9,2017,Residential,,408,43,32,27,21,,,,,,,,,
672000,SFMTA,16TH AVE,CLEMENT ST,GEARY BLVD,,TUBE,SB,3,9/12/2017,TUESDAY,12,9,2017,Residential,,716,68,71,26,21,,,,,,,,,
1551000,SFMTA,27TH AVE,IRVING ST,LINCOLN WAY,,TUBE,SB,3,9/12/2017,TUESDAY,12,9,2017,Residential,,393,29,39,26,21,,,,,,,,,
2022000,SFMTA,46TH AVE,JUDAH ST,KIRKHAM ST,,TUBE,NB,3,9/12/2017,TUESDAY,12,9,2017,Residential,,1123,105,79,26,21,,,,,,,,,
1551000,SFMTA,27TH AVE,IRVING ST,LINCOLN WAY,,TUBE,NB,3,9/12/2017,TUESDAY,12,9,2017,Residential,,261,23,28,25,21,,,,,,,,,
12522000,SFMTA,TERRA VISTA AVE,BAKER ST,FORTUNA AVE,,TUBE,EB,3,9/12/2017,TUESDAY,12,9,2017,Residential,,442,45,38,25,21,,,,,,,,,
12775000,SFMTA,ULLOA ST/SYDNEY WAY,LAGUNA HONDA BOULEVARD,WOODSIDE AVE,SYDNEY WAY,TUBE,SB,3,9/12/2017,TUESDAY,12,9,2017,Residential,,828,94,119,25,21,,,,,,,,,
12777000,SFMTA,ULLOA ST/SYDNEY WAY,LAGUNA HONDA BOULEVARD,WOODSIDE AVE,SYDNEY WAY,TUBE,SB,3,9/12/2017,TUESDAY,12,9,2017,Residential,,828,94,119,25,21,,,,,,,,,
825000,SFMTA,17TH ST,SHRADER ST,STANYAN ST,,TUBE,EB,3,9/12/2017,TUESDAY,12,9,2017,Residential,,3450,275,373,24,21,,,,,,,,,
7513000,SFMTA,JERSEY ST,CASTRO ST,DIAMOND ST,,TUBE,WB,3,9/12/2017,TUESDAY,12,9,2017,Residential,,967,98,107,26,21,,,,,,,,,
7513000,SFMTA,JERSEY ST,CASTRO ST,DIAMOND ST,,TUBE,EB,3,9/12/2017,TUESDAY,12,9,2017,Residential,,904,100,80,25,20,,,,,,,,,
3676000,SFMTA,CAPP ST,19TH ST,20TH ST,,TUBE,NB,3,9/12/2017,TUESDAY,12,9,2017,Residential,,2753,153,173,24,19,,,,,,,,,
12775000,SFMTA,ULLOA ST/SYDNEY WAY,LAGUNA HONDA BOULEVARD,WOODSIDE AVE,SYDNEY WAY,TUBE,NB,3,9/12/2017,TUESDAY,12,9,2017,Residential,,245,25,21,24,19,,,,,,,,,
12777000,SFMTA,ULLOA ST/SYDNEY WAY,LAGUNA HONDA BOULEVARD,WOODSIDE AVE,SYDNEY WAY,TUBE,NB,3,9/12/2017,TUESDAY,12,9,2017,Residential,,245,25,21,24,19,,,,,,,,,
2613000,SFMTA,BAKER ST,ANZAVISTA AVE,TURK ST,,TUBE,SB,3,9/12/2017,TUESDAY,12,9,2017,Residential,,1079,148,79,21,17,,,,,,,,,
3676000,SFMTA,CAPP ST,19TH ST,20TH ST,,TUBE,SB,3,9/12/2017,TUESDAY,12,9,2017,Residential,,2205,111,159,23,17,,,,,,,,,
4269000,SFMTA,COLLINGWOOD ST,18TH ST,MARKET ST,,TUBE,NB,3,9/12/2017,TUESDAY,12,9,2017,Residential,,565,55,39,22,17,,,,,,,,,
4269000,SFMTA,COLLINGWOOD ST,18TH ST,MARKET ST,,TUBE,SB,3,9/12/2017,TUESDAY,12,9,2017,Residential,,82,13,12,16,13,,,,,,,,,
2613000,SFMTA,BAKER ST,ANZAVISTA AVE,TURK ST,,TUBE,NB,3,9/12/2017,TUESDAY,12,9,2017,Residential,,1156,119,138,19,12,,,,,,,,,
1641000,SFMTA,30TH AVE,CLEMENT ST,GEARY BLVD,,TUBE,SB,3,9/12/2017,TUESDAY,12,9,2017,Residential,,983,96,127,28,23,,,,,,,,,
1641000,SFMTA,30TH AVE,CLEMENT ST,GEARY BLVD,,TUBE,NB,3,9/12/2017,TUESDAY,12,9,2017,Residential,,1371,213,149,27,21,,,,,,,,,
11839000,SFMTA,SHOTWELL ST,21ST ST,22ND ST,,TUBE,NB,3,9/12/2017,TUESDAY,12,9,2017,Residential,,697,62,49,24,19,,,,,,,,,
2368000,SFMTA,ANZAVISTA AVE,BARCELONA AVE,VEGA ST,,TUBE,NB,3,9/12/2017,TUESDAY,12,9,2017,Residential,,661,57,86,23,19,,,,,,,,,
2368000,SFMTA,ANZAVISTA AVE,BARCELONA AVE,VEGA ST,,TUBE,SB,3,9/12/2017,TUESDAY,12,9,2017,Residential,,284,37,26,22,19,,,,,,,,,
11839000,SFMTA,SHOTWELL ST,21ST ST,22ND ST,,TUBE,SB,3,9/12/2017,TUESDAY,12,9,2017,Residential,,907,51,57,25,19,,,,,,,,,
10613101,SFMTA,PORTOLA DR,TWIN PEAKS BLVD,GLENVIEW DR,,TUBE,EB,4,9/13/2017,WEDNESDAY,13,9,2017,Residential,QUALITY COUNTS,15200,1075,1261,37,31,,,,,,,,,
10613101,SFMTA,PORTOLA DR,TWIN PEAKS BLVD,GLENVIEW DR,,TUBE,WB,4,9/13/2017,WEDNESDAY,13,9,2017,Residential,QUALITY COUNTS,13385,899,1120,35,30,,,,,,,,,
524000,SFMTA,12TH AVE,ANZA ST,BALBOA ST,,TUBE,SB,4,9/13/2017,WEDNESDAY,13,9,2017,Residential,,725,104,82,31,27,,,,,,,,,
524000,SFMTA,12TH AVE,ANZA ST,BALBOA ST,,TUBE,NB,4,9/13/2017,WEDNESDAY,13,9,2017,Residential,,1123,147,69,30,27,,,,,,,,,
838000,SFMTA,18TH AVE,LAWTON ST,MORAGA ST,,TUBE,NB,4,9/13/2017,WEDNESDAY,13,9,2017,Residential,,2458,480,151,29,25,,,,,,,,,
528000,SFMTA,12TH AVE,IRVING ST,JUDAH ST,,TUBE,NB,4,9/13/2017,WEDNESDAY,13,9,2017,Residential,,971,128,78,29,24,,,,,,,,,
528000,SFMTA,12TH AVE,IRVING ST,JUDAH ST,,TUBE,SB,4,9/13/2017,WEDNESDAY,13,9,2017,Residential,,1010,93,120,29,24,,,,,,,,,
769000,SFMTA,17TH AVE,TARAVAL ST,ULLOA ST,,TUBE,SB,4,9/13/2017,WEDNESDAY,13,9,2017,Residential,,1487,176,151,27,24,,,,,,,,,
838000,SFMTA,18TH AVE,LAWTON ST,MORAGA ST,,TUBE,SB,4,9/13/2017,WEDNESDAY,13,9,2017,Residential,,2019,159,225,27,24,,,,,,,,,
769000,SFMTA,17TH AVE,TARAVAL ST,ULLOA ST,,TUBE,NB,4,9/13/2017,WEDNESDAY,13,9,2017,Residential,,1727,203,167,28,24,,,,,,,,,
5855000,SFMTA,FREDERICK ST,ARGUELLO BOULEVARD,STANYAN ST,WILLARD ST,TUBE,WB,4,9/13/2017,WEDNESDAY,13,9,2017,Residential,,3981,268,321,28,24,,,,,,,,,
5854000,SFMTA,FREDERICK ST,ARGUELLO BOULEVARD,STANYAN ST,WILLARD ST,TUBE,WB,4,9/13/2017,WEDNESDAY,13,9,2017,Residential,,3981,268,321,28,24,,,,,,,,,
5599000,SFMTA,FITZGERALD AVE,HAWES ST,INGALLS ST,,TUBE,WB,4,9/13/2017,WEDNESDAY,13,9,2017,Residential,,1130,82,88,28,23,,,,,,,,,
13300000,SFMTA,VIENNA STREET,BRAZIL AVE,EXCELSIOR AVE,,TUBE,NB,4,9/13/2017,WEDNESDAY,13,9,2017,Residential,QUALITY COUNTS,446,35,40,29,23,,,,,,,,,
673000,SFMTA,16TH AVE,ANZA ST,GEARY BLVD,,TUBE,SB,4,9/13/2017,WEDNESDAY,13,9,2017,Residential,,696,66,64,27,23,,,,,,,,,
5855000,SFMTA,FREDERICK ST,ARGUELLO BOULEVARD,STANYAN ST,WILLARD ST,TUBE,EB,4,9/13/2017,WEDNESDAY,13,9,2017,Residential,,4603,456,350,27,23,,,,,,,,,
5854000,SFMTA,FREDERICK ST,ARGUELLO BOULEVARD,STANYAN ST,WILLARD ST,TUBE,EB,4,9/13/2017,WEDNESDAY,13,9,2017,Residential,,4603,456,350,27,23,,,,,,,,,
671000,SFMTA,16TH AVE,CALIFORNIA ST,CLEMENT ST,,TUBE,SB,4,9/13/2017,WEDNESDAY,13,9,2017,Residential,,397,40,34,27,22,,,,,,,,,
673000,SFMTA,16TH AVE,ANZA ST,GEARY BLVD,,TUBE,NB,4,9/13/2017,WEDNESDAY,13,9,2017,Residential,,837,76,64,27,22,,,,,,,,,
2022000,SFMTA,46TH AVE,JUDAH ST,KIRKHAM ST,,TUBE,NB,4,9/13/2017,WEDNESDAY,13,9,2017,Residential,,1053,94,77,27,22,,,,,,,,,
2022000,SFMTA,46TH AVE,JUDAH ST,KIRKHAM ST,,TUBE,SB,4,9/13/2017,WEDNESDAY,13,9,2017,Residential,,1106,62,111,27,22,,,,,,,,,
3465000,SFMTA,BYXBEE ST,GARFIELD ST,SHIELDS ST,,TUBE,NB,4,9/13/2017,WEDNESDAY,13,9,2017,Residential,,239,32,24,27,22,,,,,,,,,
9490000,SFMTA,NAPLES STREET,BRAZIL AVE,EXCELSIOR AVE,,TUBE,NB,4,9/13/2017,WEDNESDAY,13,9,2017,Residential,QUALITY COUNTS,2217,255,148,27,22,,,,,,,,,
2232000,SFMTA,ALVISO ST,HOLLOWAY AVE,URBANO DR,ESTERO AVE,TUBE,NB,4,9/13/2017,WEDNESDAY,13,9,2017,Residential,,200,20,17,27,22,,,,,,,,,
2233000,SFMTA,ALVISO ST,HOLLOWAY AVE,URBANO DR,ESTERO AVE,TUBE,NB,4,9/13/2017,WEDNESDAY,13,9,2017,Residential,,200,20,17,27,22,,,,,,,,,
9425000,SFMTA,MOUNT VERNON AVE,ALEMANY BOULEVARD,MISSION ST,DEL MONTE ST,TUBE,SB,4,9/13/2017,WEDNESDAY,13,9,2017,Residential,,1899,111,203,27,22,,,,,,,,,
9423000,SFMTA,MOUNT VERNON AVE,ALEMANY BOULEVARD,MISSION ST,"ELLINGTON AVE, DEL MONTE ST",TUBE,SB,4,9/13/2017,WEDNESDAY,13,9,2017,Residential,,1899,111,203,27,22,,,,,,,,,
7610000,SFMTA,JOOST AVE,DETROIT ST,EDNA ST,,TUBE,WB,4,9/13/2017,WEDNESDAY,13,9,2017,Residential,,360,36,44,26,22,,,,,,,,,
11591000,SFMTA,SANTA ROSA AVE,CAYUGA AVE,CAPISTRANO AVE,,TUBE,WB,4,9/13/2017,WEDNESDAY,13,9,2017,Residential,,2164,320,231,26,22,,,,,,,,,
9425000,SFMTA,MOUNT VERNON AVE,ALEMANY BOULEVARD,MISSION ST,DEL MONTE ST,TUBE,NB,4,9/13/2017,WEDNESDAY,13,9,2017,Residential,,1632,202,126,26,22,,,,,,,,,
9422000,SFMTA,MOUNT VERNON AVE,ALEMANY BOULEVARD,MISSION ST,ELLINGTON AVE,TUBE,NB,4,9/13/2017,WEDNESDAY,13,9,2017,Residential,,1632,202,126,26,22,,,,,,,,,
9423000,SFMTA,MOUNT VERNON AVE,ALEMANY BOULEVARD,MISSION ST,"ELLINGTON AVE, DEL MONTE ST",TUBE,NB,4,9/13/2017,WEDNESDAY,13,9,2017,Residential,,1632,202,126,26,22,,,,,,,,,
825000,SFMTA,17TH ST,SHRADER ST,STANYAN ST,,TUBE,WB,4,9/13/2017,WEDNESDAY,13,9,2017,Residential,,2249,180,176,25,22,,,,,,,,,
