CNN,SURVEY_SOURCE,PRIMARY_ST,CROSS_STREET_1,CROSS_ST_2,MID_CORRIDOR,TYPE,DIRECTION,DAY,DATE,DAY_OF_WEEK,DAY_OF_MONTH,MONTH,YEAR,ROADWAY_CLASS,DATA_SOURCE,VOLUME_ADT,VOLUME_AM_PEAK,VOLUME_PM_PEAK,85_PERC_SPEED,AVERAGE_SPEED,,,,,,,,,
8464101,SFMTA,LOMBARD ST,BRODERICK ST,DIVISADERO ST,,Midblock,E,7,11/7/2015,SATURDAY,7,11,2015,Arterial,IDAX ,22360,1403,1642,30,22,,,,,,,,,
8460101,SFMTA,LOMBARD ST,STEINER ST,FILLMORE ST,,Midblock,E,1,11/8/2015,SUNDAY,8,11,2015,Arterial,IDAX ,17845,1186,1369,33,27,,,,,,,,,
8464201,SFMTA,LOMBARD ST,BRODERICK ST,DIVISADERO ST,,Midblock,W,1,11/8/2015,SUNDAY,8,11,2015,Arterial,IDAX ,19415,1354,1392,32,26,,,,,,,,,
8460201,SFMTA,LOMBARD ST,STEINER ST,FILLMORE ST,,Midblock,W,1,11/8/2015,SUNDAY,8,11,2015,Arterial,IDAX ,19463,1270,1329,31,25,,,,,,,,,
8464101,SFMTA,LOMBARD ST,BRODERICK ST,DIVISADERO ST,,Midblock,E,1,11/8/2015,SUNDAY,8,11,2015,Arterial,IDAX ,18812,1323,1535,31,24,,,,,,,,,
4777101,SFMTA,DIAMOND HEIGHTS BLVD,DUNCAN ST,GOLD MINE DR,,Midblock,N,3,11/17/2015,TUESDAY,17,11,2015,Arterial,COUNTS UNLIMITED,5393,503,471,34,29,,,,,,,,,
4777201,SFMTA,DIAMOND HEIGHTS BLVD,DUNCAN ST,GOLD MINE DR,,Midblock,S,3,11/17/2015,TUESDAY,17,11,2015,Arterial,COUNTS UNLIMITED,5219,474,472,33,28,,,,,,,,,
466000,SFMTA,10TH AVE,ANZA ST,BALBOA ST,,Midblock,S,3,11/17/2015,TUESDAY,17,11,2015,Residential,COUNTS UNLIMITED,932,112,91,29,25,,,,,,,,,
466000,SFMTA,10TH AVE,ANZA ST,BALBOA ST,,Midblock,N,3,11/17/2015,TUESDAY,17,11,2015,Residential,COUNTS UNLIMITED,1141,125,100,29,24,,,,,,,,,
463000,SFMTA,10TH AVE,CALIFRONIA ST,CLEMENT ST,,Midblock,S,3,11/17/2015,TUESDAY,17,11,2015,Residential,COUNTS UNLIMITED,835,89,68,28,23,,,,,,,,,
4189000,SFMTA,CLEMENT ST,40TH AVE,,,Midblock,E,3,11/17/2015,TUESDAY,17,11,2015,Residential,COUNTS UNLIMITED,2392,222,274,28,23,,,,,,,,,
13212000,SFMTA,VERMONT ST,MARIPOSA ST,17TH ST,,Midblock,N,3,11/17/2015,TUESDAY,17,11,2015,Residential,COUNTS UNLIMITED,8910,650,581,28,23,,,,,,,,,
463000,SFMTA,10TH AVE,CALIFRONIA ST,CLEMENT ST,,Midblock,N,3,11/17/2015,TUESDAY,17,11,2015,Residential,COUNTS UNLIMITED,962,67,85,28,22,,,,,,,,,
4186000,SFMTA,CLEMENT ST,36TH AVE,,,Midblock,E,3,11/17/2015,TUESDAY,17,11,2015,Residential,COUNTS UNLIMITED,2635,249,285,27,22,,,,,,,,,
4186000,SFMTA,CLEMENT ST,36TH AVE,,,Midblock,W,3,11/17/2015,TUESDAY,17,11,2015,Residential,COUNTS UNLIMITED,2787,219,261,27,21,,,,,,,,,
4189000,SFMTA,CLEMENT ST,40TH AVE,,,Midblock,W,3,11/17/2015,TUESDAY,17,11,2015,Residential,COUNTS UNLIMITED,2710,216,225,27,21,,,,,,,,,
393000,SFMTA,8TH AVE,FULTON ST,CABRILLO ST,,Midblock,N,3,11/17/2015,TUESDAY,17,11,2015,Residential,COUNTS UNLIMITED,2559,251,225,26,20,,,,,,,,,
393000,SFMTA,8TH AVE,FULTON ST,CABRILLO ST,,Midblock,S,3,11/17/2015,TUESDAY,17,11,2015,Residential,COUNTS UNLIMITED,2720,237,253,24,19,,,,,,,,,
19092000,SFMTA,EL CAMINO DEL MAR,SEAL ROCK DR,POINT LOBOS DR,,Midblock,S,3,11/17/2015,TUESDAY,17,11,2015,Arterial,COUNTS UNLIMITED,1874,109,279,23,18,,,,,,,,,
4929000,SFMTA,DORE ST,HOWARD ST,FOLSOM ST,,Midblock,S,3,11/17/2015,TUESDAY,17,11,2015,Residential,COUNTS UNLIMITED,626,47,52,23,17,,,,,,,,,
19092000,SFMTA,EL CAMINO DEL MAR,SEAL ROCK DR,POINT LOBOS DR,,Midblock,N,3,11/17/2015,TUESDAY,17,11,2015,Arterial,COUNTS UNLIMITED,1466,151,154,19,16,,,,,,,,,
4929000,SFMTA,DORE ST,HOWARD ST,FOLSOM ST,,Midblock,N,3,11/17/2015,TUESDAY,17,11,2015,Residential,COUNTS UNLIMITED,298,28,31,22,15,,,,,,,,,
11804000,SFMTA,SHERMAN ST,HARRISON ST,CLEVELAND ST,,Midblock,E,3,11/17/2015,TUESDAY,17,11,2015,Residential,COUNTS UNLIMITED,1045,77,173,19,15,,,,,,,,,
11804000,SFMTA,SHERMAN ST,HARRISON ST,CLEVELAND ST,,Midblock,W,3,11/17/2015,TUESDAY,17,11,2015,Residential,COUNTS UNLIMITED,20,7,4,12,7,,,,,,,,,
5846000,SFMTA,FREDERICK ST,DELMAR ST,MASONIC AVE,,Midblock,W,4,11/18/2015,WEDNESDAY,18,11,2015,Residential,COUNTS UNLIMITED,3367,241,307,24,20,,,,,,,,,
5848000,SFMTA,FREDERICK ST,DOWNEY ST,ASHBURY ST,,Midblock,W,4,11/18/2015,WEDNESDAY,18,11,2015,Residential,COUNTS UNLIMITED,2617,225,174,24,20,,,,,,,,,
5442000,SFMTA,FELL ST,OCTAVIA ST,GOUGH ST,,Midblock,W,4,11/18/2015,WEDNESDAY,18,11,2015,Arterial,COUNTS UNLIMITED,9330,550,696,25,20,,,,,,,,,
5848000,SFMTA,FREDERICK ST,DOWNEY ST,ASHBURY ST,,Midblock,E,4,11/18/2015,WEDNESDAY,18,11,2015,Residential,COUNTS UNLIMITED,2518,223,220,23,18,,,,,,,,,
5846000,SFMTA,FREDERICK ST,DELMAR ST,MASONIC AVE,,Midblock,E,4,11/18/2015,WEDNESDAY,18,11,2015,Residential,COUNTS UNLIMITED,5853,632,474,22,16,,,,,,,,,
10173000,SFMTA,PAGE ST,WEBSTER ST,BUCHANAN ST,,Midblock,W,4,11/18/2015,WEDNESDAY,18,11,2015,Residential,COUNTS UNLIMITED,1904,118,182,27,20,,,,,,,,,
10173000,SFMTA,PAGE ST,WEBSTER ST,BUCHANAN ST,,Midblock,E,4,11/18/2015,WEDNESDAY,18,11,2015,Residential,COUNTS UNLIMITED,4758,535,346,24,19,,,,,,,,,
8457101,SFMTA,LOMBARD ST,BUCHANAN ST,LAGUNA ST,,Midblock,E,5,11/19/2015,THURSDAY,19,11,2015,Arterial,IDAX ,20478,1679,1149,32,25,,,,,,,,,
8457201,SFMTA,LOMBARD ST,BUCHANAN ST,LAGUNA ST,,Midblock,W,5,11/19/2015,THURSDAY,19,11,2015,Arterial,IDAX ,21238,1059,1510,31,25,,,,,,,,,
9781000,SFMTA,OAKDALE AVE,GRIFFITH ST,BALDWIN CT,,Midblock,S,5,11/19/2015,THURSDAY,19,11,2015,Residential,COUNTS UNLIMITED,518,36,47,25,18,,,,,,,,,
9781000,SFMTA,OAKDALE AVE,GRIFFITH ST,BALDWIN CT,,Midblock,N,5,11/19/2015,THURSDAY,19,11,2015,Residential,COUNTS UNLIMITED,411,33,42,26,17,,,,,,,,,
11833000,SFMTA,SHOTWELL ST,15TH ST,16TH ST,,Midblock,N,5,11/19/2015,THURSDAY,19,11,2015,Residential,COUNTS UNLIMITED,823,67,68,23,16,,,,,,,,,
11833000,SFMTA,SHOTWELL ST,15TH ST,16TH ST,,Midblock,S,5,11/19/2015,THURSDAY,19,11,2015,Residential,COUNTS UNLIMITED,505,36,41,24,15,,,,,,,,,
11834000,SFMTA,SHOTWELL ST,16TH ST,17TH ST,,Midblock,S,5,11/19/2015,THURSDAY,19,11,2015,Residential,COUNTS UNLIMITED,1006,67,86,22,15,,,,,,,,,
11834000,SFMTA,SHOTWELL ST,16TH ST,17TH ST,,Midblock,N,5,11/19/2015,THURSDAY,19,11,2015,Residential,COUNTS UNLIMITED,711,59,54,21,13,,,,,,,,,
8457201,SFMTA,LOMBARD ST,BUCHANAN ST,LAGUNA ST,,Midblock,W,6,11/20/2015,FRIDAY,20,11,2015,Arterial,IDAX ,22279,1164,1566,30,25,,,,,,,,,
8457101,SFMTA,LOMBARD ST,BUCHANAN ST,LAGUNA ST,,Midblock,E,6,11/20/2015,FRIDAY,20,11,2015,Arterial,IDAX ,20831,1603,1122,32,25,,,,,,,,,
8457101,SFMTA,LOMBARD ST,BUCHANAN ST,LAGUNA ST,,Midblock,E,7,11/21/2015,SATURDAY,21,11,2015,Arterial,IDAX ,18820,1113,1274,32,26,,,,,,,,,
8457201,SFMTA,LOMBARD ST,BUCHANAN ST,LAGUNA ST,,Midblock,W,7,11/21/2015,SATURDAY,21,11,2015,Arterial,IDAX ,21602,1381,1412,30,25,,,,,,,,,
8457201,SFMTA,LOMBARD ST,BUCHANAN ST,LAGUNA ST,,Midblock,W,1,11/22/2015,SUNDAY,22,11,2015,Arterial,IDAX ,19135,1322,1324,31,26,,,,,,,,,
8457101,SFMTA,LOMBARD ST,BUCHANAN ST,LAGUNA ST,,Midblock,E,1,11/22/2015,SUNDAY,22,11,2015,Arterial,IDAX ,16496,1133,1213,32,26,,,,,,,,,
7525000,SFMTA,JESSIE  ST,9TH ST,10TH ST,,Midblock,E,5,12/8/2015,THURSDAY,8,12,2015,Residential,,1727,201,124,21,16,,,,,,,,,
12727000,SFMTA,TURK ST,LAGUNA ST,WEBSTER ST,,Tube,WB,5,1/21/2016,THURSDAY,21,1,2016,Residential,,10496,627,870,28,23,,,,,,,,,
12727000,SFMTA,TURK ST ,LAGUNA ST,WEBSTER ST,,Tube,WB,5,1/21/2016,THURSDAY,21,1,2016,Arterial,,10496,627,870,28,22,,,,,,,,,
12732000,SFMTA,TURK ST ,SCOTT ST,SEYMOUR ST,,Tube,WB,5,1/21/2016,THURSDAY,21,1,2016,Arterial,,8934,571,800,26,22,,,,,,,,,
12732000,SFMTA,TURK ST,SCOTT ST,SEYMOUR ST,,Tube,WB,5,1/21/2016,THURSDAY,21,1,2016,Residential,,8934,571,800,26,22,,,,,,,,,
6585101,SFMTA,GUERRERO ST,23RD ST,ELIZABETH ST,,Tube,SB,5,1/21/2016,THURSDAY,21,1,2016,Arterial,,8329,463,811,32,27,,,,,,,,,
737000,SFMTA,16TH ST,DOLORES ST,LANDERS ST,,Tube,WB,5,1/21/2016,THURSDAY,21,1,2016,Arterial,,8331,516,701,30,25,,,,,,,,,
6580101,SFMTA,GUERRERO ST,18TH ST,19TH ST,,Tube,NB,5,1/21/2016,THURSDAY,21,1,2016,Arterial,,10981,903,748,30,24,,,,,,,,,
6580201,SFMTA,GUERRERO ST,18TH ST,19TH ST,,Tube,SB,5,1/21/2016,THURSDAY,21,1,2016,Arterial,,8571,454,844,30,24,,,,,,,,,
4870101,SFMTA,DOLORES ST,18TH ST,19TH ST,,Tube,NB,5,1/21/2016,THURSDAY,21,1,2016,Arterial,,5240,414,466,27,22,,,,,,,,,
10420000,SFMTA,PIERCE ST,OAK ST,PAGE ST,,Tube,NB,5,1/21/2016,THURSDAY,21,1,2016,Residential,,1053,157,90,26,22,,,,,,,,,
4870101,SFMTA,DOLORES ST,18TH ST,19TH ST,,Tube,SB,5,1/21/2016,THURSDAY,21,1,2016,Arterial,,5152,352,507,26,21,,,,,,,,,
721000,SFMTA,16TH ST,FOLSOM ST,SHOTWELL ST,,Tube,WB,5,1/21/2016,THURSDAY,21,1,2016,Arterial,,9137,552,723,25,21,,,,,,,,,
10420000,SFMTA,PIERCE ST,OAK ST,PAGE ST,,Tube,SB,5,1/21/2016,THURSDAY,21,1,2016,Residential,,438,41,36,25,21,,,,,,,,,
6585101,SFMTA,GUERRERO ST,23RD ST,ELIZABETH ST,,Tube,NB,5,1/21/2016,THURSDAY,21,1,2016,Arterial,,9607,824,639,26,20,,,,,,,,,
12438000,SFMTA,TAYLOR ST,BUSH ST,PINE ST,MULFORD ALY,Tube,NB,5,1/21/2016,THURSDAY,21,1,2016,Arterial,,7951,516,574,25,19,,,,,,,,,
737000,SFMTA,16TH ST,DOLORES ST,LANDERS ST,,Tube,EB,5,1/21/2016,THURSDAY,21,1,2016,Arterial,,4937,368,397,27,19,,,,,,,,,
793000,SFMTA,17TH ST,FOLSOM ST,SHOTWELL ST,,Tube,WB,5,1/21/2016,THURSDAY,21,1,2016,Residential,,4262,295,305,24,19,,,,,,,,,
13064000,SFMTA,VALENCIA ST,18TH ST,19TH ST,,Tube,SB,5,1/21/2016,THURSDAY,21,1,2016,Arterial,,5822,359,496,24,19,,,,,,,,,
13064000,SFMTA,VALENCIA ST,18TH ST,19TH ST,,Tube,SB,5,1/21/2016,THURSDAY,21,1,2016,Arterial,,5822,359,496,24,19,,,,,,,,,
12439000,SFMTA,TAYLOR ST,BUSH ST,PINE ST,MULFORD ALY,Tube,NB,5,1/21/2016,THURSDAY,21,1,2016,Arterial,,7951,516,574,25,19,,,,,,,,,
12439000,SFMTA,TAYLOR ST,BUSH ST,PINE ST,MULFORD ALY,Tube,NB,5,1/21/2016,THURSDAY,21,1,2016,Arterial,NATIONAL DATA AND SURVEYING SERVICES,7951,516,574,25,19,,,,,,,,,
12438000,SFMTA,TAYLOR ST,BUSH ST,PINE ST,MULFORD ALY,Tube,NB,5,1/21/2016,THURSDAY,21,1,2016,Arterial,NATIONAL DATA AND SURVEYING SERVICES,7951,516,574,25,19,,,,,,,,,
721000,SFMTA,16TH ST,FOLSOM ST,SHOTWELL ST,,Tube,EB,5,1/21/2016,THURSDAY,21,1,2016,Arterial,,7341,569,491,24,18,,,,,,,,,
793000,SFMTA,17TH ST,FOLSOM ST,SHOTWELL ST,,Tube,EB,5,1/21/2016,THURSDAY,21,1,2016,Residential,,3222,264,215,24,17,,,,,,,,,
13064000,SFMTA,VALENCIA ST,18TH ST,19TH ST,,Tube,NB,5,1/21/2016,THURSDAY,21,1,2016,Arterial,,5990,448,430,23,17,,,,,,,,,
13064000,SFMTA,VALENCIA ST,18TH ST,19TH ST,,Tube,NB,5,1/21/2016,THURSDAY,21,1,2016,Arterial,,5990,448,430,23,17,,,,,,,,,
6822000,SFMTA,HAYES ST,PIERCE ST,STEINER ST,,Tube,EB,5,1/21/2016,THURSDAY,21,1,2016,Residential,,1736,215,137,20,17,,,,,,,,,
6822000,SFMTA,HAYES ST,PIERCE ST,STEINER ST,,Tube,WB,5,1/21/2016,THURSDAY,21,1,2016,Residential,,1743,221,135,21,17,,,,,,,,,
19195000,SFMTA,101 NB ON RAMP,MARIN ST,BAYSHORE  BLVD,,Tube,NB,3,2/23/2016,TUESDAY,23,2,2016,Arterial,IDAX,10437,833,824,38,29,,,,,,,,,
2799104,SFMTA,BAYSHORE BLVD,JERROLD ST,,,Tube,NB,3,2/23/2016,TUESDAY,23,2,2016,Arterial,IDAX,8840,659,657,30,25,,,,,,,,,
3285000,SFMTA,BRYANT ST,4TH ST,5TH ST,,Tube,EB,3,2/23/2016,TUESDAY,23,2,2016,Arterial,,9999,1118,778,34,28,,,,,,,,,
6719000,SFMTA,HARRISON ST,4TH ST,5TH ST,,Tube,WB,3,2/23/2016,TUESDAY,23,2,2016,Arterial,,11686,771,1098,34,28,,,,,,,,,
7047000,SFMTA,HOWARD ST,7TH ST,8TH ST,LANGTON ST,Tube,WB,3,2/23/2016,TUESDAY,23,2,2016,Arterial,,13206,834,1030,34,28,,,,,,,,,
7048000,SFMTA,HOWARD ST,7TH ST,8TH ST,LANGTON ST; RAUSCH ST,Tube,WB,3,2/23/2016,TUESDAY,23,2,2016,Arterial,,13206,834,1030,34,28,,,,,,,,,
7049000,SFMTA,HOWARD ST,7TH ST,8TH ST,SUMNER ST; RAUSCH ST,Tube,WB,3,2/23/2016,TUESDAY,23,2,2016,Arterial,,13206,834,1030,34,28,,,,,,,,,
7049000,SFMTA,HOWARD ST,7TH ST,8TH ST,SUMNER ST,Tube,WB,3,2/23/2016,TUESDAY,23,2,2016,Arterial,,13206,834,1030,34,28,,,,,,,,,
8850000,SFMTA,MASONIC AVE,GROVE ST,HAYES ST,,Tube,SB,3,2/23/2016,TUESDAY,23,2,2016,Arterial,,17850,1032,1459,30,26,,,,,,,,,
5664000,SFMTA,FOLSOM ST,4TH ST,5TH ST,,Tube,EB,3,2/23/2016,TUESDAY,23,2,2016,Arterial,,16947,1098,1309,30,25,,,,,,,,,
8850000,SFMTA,MASONIC AVE,GROVE ST,HAYES ST,,Tube,NB,3,2/23/2016,TUESDAY,23,2,2016,Arterial,,15643,1564,1010,29,24,,,,,,,,,
2791000,SFMTA,BAY ST,FILLMORE ST,WEBSTER ST,,Tube,WB,3,2/23/2016,TUESDAY,23,2,2016,Arterial,,3907,215,441,29,24,,,,,,,,,
8843101,SFMTA,MASONIC AVE,ANZA ST,GEARY BLVD,,Tube,SB,3,2/23/2016,TUESDAY,23,2,2016,Arterial,,19601,1206,1622,29,23,,,,,,,,,
8846000,SFMTA,MASONIC AVE,TURK ST,GOLDEN GATE AVE,,Tube,NB,3,2/23/2016,TUESDAY,23,2,2016,Arterial,,14577,1753,978,29,22,,,,,,,,,
8846000,SFMTA,MASONIC AVE,TURK ST,GOLDEN GATE AVE,,Tube,SB,3,2/23/2016,TUESDAY,23,2,2016,Arterial,,19664,1206,1622,27,22,,,,,,,,,
6734000,SFMTA,HARRISON ST,9TH ST,10TH ST,DORE ST,Tube,WB,3,2/23/2016,TUESDAY,23,2,2016,Arterial,,15501,1138,1016,28,22,,,,,,,,,
6735000,SFMTA,HARRISON ST,9TH ST,10TH ST,DORE ST,Tube,WB,3,2/23/2016,TUESDAY,23,2,2016,Arterial,,15501,1138,1016,28,22,,,,,,,,,
2791000,SFMTA,BAY ST,FILLMORE ST,WEBSTER ST,,Tube,EB,3,2/23/2016,TUESDAY,23,2,2016,Arterial,,3081,259,248,27,22,,,,,,,,,
7039001,SFMTA,HOWARD ST,4TH ST,5TH ST,,Tube,WB,3,2/23/2016,TUESDAY,23,2,2016,Arterial,,21799,1338,1713,29,21,,,,,,,,,
9096001,SFMTA,MISSION ST,4TH ST,5TH ST,JESSIE ST,Tube,EB,3,2/23/2016,TUESDAY,23,2,2016,Arterial,,9872,705,661,27,21,,,,,,,,,
9096003,SFMTA,MISSION ST,4TH ST,5TH ST,JESSIE ST,Tube,EB,3,2/23/2016,TUESDAY,23,2,2016,Arterial,,9872,705,661,27,21,,,,,,,,,
12428000,SFMTA,TAYLOR ST,EDDY ST,ELLIS ST,,Tube,NB,3,2/23/2016,TUESDAY,23,2,2016,Arterial,,11906,739,866,28,21,,,,,,,,,
12428000,SFMTA,TAYLOR ST,EDDY ST,ELLIS ST,,Tube,NB,3,2/23/2016,WEDNESDAY,23,2,2016,Arterial,NATIONAL DATA AND SURVEYING SERVICES,11906,739,866,28,21,,,,,,,,,
9105000,SFMTA,MISSION ST,9TH ST,10TH ST,WASHBURN ST,Tube,WB,3,2/23/2016,TUESDAY,23,2,2016,Arterial,,10146,597,729,28,21,,,,,,,,,
9106000,SFMTA,MISSION ST,9TH ST,10TH ST,WASHBURN ST; GRACE ST,Tube,WB,3,2/23/2016,TUESDAY,23,2,2016,Arterial,,10146,597,729,28,21,,,,,,,,,
7050000,SFMTA,HOWARD ST,9TH ST,10TH ST,,Tube,WB,3,2/23/2016,TUESDAY,23,2,2016,Arterial,,11303,818,860,27,21,,,,,,,,,
9107000,SFMTA,MISSION ST,9TH ST,10TH ST,GRACE ST,Tube,WB,3,2/23/2016,TUESDAY,23,2,2016,Arterial,,10146,597,729,28,21,,,,,,,,,
9096002,SFMTA,MISSION ST,4TH ST,5TH ST,JESSIE ST,Tube,EB,3,2/23/2016,TUESDAY,23,2,2016,Arterial,,9872,705,661,27,21,,,,,,,,,
9096002,SFMTA,MISSION ST,4TH ST,5TH ST,JESSIE ST,Tube,WB,3,2/23/2016,TUESDAY,23,2,2016,Arterial,,9382,528,702,27,20,,,,,,,,,
9096001,SFMTA,MISSION ST,4TH ST,5TH ST,JESSIE ST,Tube,WB,3,2/23/2016,TUESDAY,23,2,2016,Arterial,,9382,528,702,27,20,,,,,,,,,
9096003,SFMTA,MISSION ST,4TH ST,5TH ST,JESSIE ST,Tube,WB,3,2/23/2016,TUESDAY,23,2,2016,Arterial,,9382,528,702,27,20,,,,,,,,,
8843101,SFMTA,MASONIC AVE,ANZA ST,GEARY BLVD,,Tube,NB,3,2/23/2016,TUESDAY,23,2,2016,Arterial,,14231,1229,986,26,20,,,,,,,,,
3285000,SFMTA,BRYANT ST,9TH ST,10TH ST,,Tube,EB,3,2/23/2016,TUESDAY,23,2,2016,Arterial,,13736,1080,893,26,20,,,,,,,,,
5679000,SFMTA,FOLSOM ST,9TH ST,10TH ST,DORE ST,Tube,EB,3,2/23/2016,TUESDAY,23,2,2016,Arterial,,17225,1230,1352,26,20,,,,,,,,,
5680000,SFMTA,FOLSOM ST,9TH ST,10TH ST,DORE ST,Tube,EB,3,2/23/2016,TUESDAY,23,2,2016,Arterial,,17225,1230,1352,26,20,,,,,,,,,
10674101,SFMTA,N BAYSHORE BLVD,CESAR CHAVEZ ST,SB POTRERO AVE,,Tube,WB,3,2/23/2016,TUESDAY,23,2,2016,Arterial,IDAX,14494,1001,1112,23,20,,,,,,,,,
12430000,SFMTA,TAYLOR ST,GEARY BLVD,O'FARRELL ST,,Tube,NB,3,2/23/2016,TUESDAY,23,2,2016,Arterial,,10800,614,658,24,19,,,,,,,,,
12430000,SFMTA,TAYLOR ST,GEARY BLVD,O'FARRELL ST,,Tube,NB,3,2/23/2016,WEDNESDAY,23,2,2016,Arterial,NATIONAL DATA AND SURVEYING SERVICES,10800,614,658,24,19,,,,,,,,,
8700000,SFMTA,MARIN ST,BAYSHORE AVE,KANSAS ST,,Tube,WB,3,2/23/2016,TUESDAY,23,2,2016,Residential,IDAX,2193,166,154,23,19,,,,,,,,,
9105000,SFMTA,MISSION ST,9TH ST,10TH ST,WASHBURN ST,Tube,EB,3,2/23/2016,TUESDAY,23,2,2016,Arterial,,9778,771,645,25,19,,,,,,,,,
9106000,SFMTA,MISSION ST,9TH ST,10TH ST,WASHBURN ST; GRACE ST,Tube,EB,3,2/23/2016,TUESDAY,23,2,2016,Arterial,,9778,771,645,25,19,,,,,,,,,
9107000,SFMTA,MISSION ST,9TH ST,10TH ST,GRACE ST,Tube,EB,3,2/23/2016,TUESDAY,23,2,2016,Arterial,,9778,771,645,25,19,,,,,,,,,
12436000,SFMTA,TAYLOR ST,POST ST,SUTTER ST,HOBART,Tube,NB,3,2/23/2016,TUESDAY,23,2,2016,Arterial,,10601,626,713,24,18,,,,,,,,,
12435000,SFMTA,TAYLOR ST,POST ST,SUTTER ST,"COSMO, HOBART",Tube,NB,3,2/23/2016,TUESDAY,23,2,2016,Arterial,,10601,626,713,24,18,,,,,,,,,
12434000,SFMTA,TAYLOR ST,POST ST,SUTTER ST,COSMO,Tube,NB,3,2/23/2016,TUESDAY,23,2,2016,Arterial,,10601,626,713,24,18,,,,,,,,,
12436000,SFMTA,TAYLOR ST,POST ST,SUTTER ST,HOBART,Tube,NB,3,2/23/2016,WEDNESDAY,23,2,2016,Arterial,NATIONAL DATA AND SURVEYING SERVICES,10601,626,713,24,18,,,,,,,,,
12435000,SFMTA,TAYLOR ST,POST ST,SUTTER ST,"COSMO, HOBART",Tube,NB,3,2/23/2016,WEDNESDAY,23,2,2016,Arterial,NATIONAL DATA AND SURVEYING SERVICES,10601,626,713,24,18,,,,,,,,,
8700000,SFMTA,MARIN ST,BAYSHORE AVE,KANSAS ST,,Tube,EB,3,2/23/2016,TUESDAY,23,2,2016,Residential,IDAX,3610,375,371,22,18,,,,,,,,,
12434000,SFMTA,TAYLOR ST,POST ST,SUTTER ST,COSMO,Tube,NB,3,2/23/2016,WEDNESDAY,23,2,2016,Arterial,NATIONAL DATA AND SURVEYING SERVICES,10601,626,713,24,18,,,,,,,,,
7035000,SFMTA,HOWARD ST,2ND ST,3RD ST,NEW MONTGOMERY ST,Tube,WB,3,2/23/2016,TUESDAY,23,2,2016,Arterial,,14862,1116,1025,20,13,,,,,,,,,
7036000,SFMTA,HOWARD ST,2ND ST,3RD ST,NEW MONTGOMERY ST; HAWTHORNE ST,Tube,WB,3,2/23/2016,TUESDAY,23,2,2016,Arterial,,14862,1116,1025,20,13,,,,,,,,,
7037000,SFMTA,HOWARD ST,2ND ST,3RD ST,HAWTHORNE ST,Tube,WB,3,2/23/2016,TUESDAY,23,2,2016,Arterial,,14862,1116,1025,20,13,,,,,,,,,
19195000,SFMTA,101 NB ON RAMP,MARIN ST,BAYSHORE  BLVD,,Tube,NB,4,2/24/2016,WEDNESDAY,24,2,2016,Arterial,IDAX,10277,848,820,38,29,,,,,,,,,
2799104,SFMTA,BAYSHORE BLVD,JERROLD ST,,,Tube,NB,4,2/24/2016,WEDNESDAY,24,2,2016,Arterial,IDAX,9056,665,663,31,25,,,,,,,,,
2791000,SFMTA,BAY ST,FILLMORE ST,WEBSTER ST,,Tube,WB,4,2/24/2016,WEDNESDAY,24,2,2016,Arterial,,4132,241,443,29,24,,,,,,,,,
2791000,SFMTA,BAY ST,FILLMORE ST,WEBSTER ST,,Tube,EB,4,2/24/2016,WEDNESDAY,24,2,2016,Arterial,,3198,291,239,27,22,,,,,,,,,
10674101,SFMTA,N BAYSHORE BLVD,CESAR CHAVEZ ST,SB POTRERO AVE,,Tube,WB,4,2/24/2016,WEDNESDAY,24,2,2016,Arterial,IDAX,14321,1023,1101,23,19,,,,,,,,,
19195000,SFMTA,101 NB ON RAMP,MARIN ST,BAYSHORE  BLVD,,Tube,NB,5,2/25/2016,THURSDAY,25,2,2016,Arterial,IDAX,5264,800,,36,27,,,,,,,,,
2799104,SFMTA,BAYSHORE BLVD,JERROLD ST,,,Tube,NB,5,2/25/2016,THURSDAY,25,2,2016,Arterial,IDAX,4106,745,,30,25,,,,,,,,,
2791000,SFMTA,BAY ST,FILLMORE ST,WEBSTER ST,,Tube,WB,5,2/25/2016,THURSDAY,25,2,2016,Arterial,,4293,241,472,29,24,,,,,,,,,
2791000,SFMTA,BAY ST,FILLMORE ST,WEBSTER ST,,Tube,EB,5,2/25/2016,THURSDAY,25,2,2016,Arterial,,3356,295,264,27,22,,,,,,,,,
12556102,SFMTA,EMBARCADERO ,GREEN ST,BATTERY ST,,Tube,NB,3,3/15/2016,TUESDAY,15,3,2016,Arterial,IDAX,10007,831,902,35,26,,,,,,,,,
12556102,SFMTA,EMBARCADERO ,GREEN ST,BATTERY ST,,Tube,SB,3,3/15/2016,TUESDAY,15,3,2016,Arterial,IDAX,7906,759,699,33,27,,,,,,,,,
3950000,SFMTA,CHESTNUT ST ,MONTGOMERY ST,THE EMBARCADERO,,Tube,WB,3,3/15/2016,TUESDAY,15,3,2016,Arterial,IDAX,2377,223,186,24,19,,,,,,,,,
8431000,SFMTA,LOMBARD ST,SANSOME ST,THE EMBARCADERO,,Tube,EB,3,3/15/2016,TUESDAY,15,3,2016,Arterial,IDAX,3468,283,299,19,15,,,,,,,,,
12556102,SFMTA,EMBARCADERO ,GREEN ST,BATTERY ST,,Tube,SB,4,3/16/2016,WEDNESDAY,16,3,2016,Arterial,IDAX,8317,754,694,33,27,,,,,,,,,
