,Unnamed: 0,CNN,PRIMARY_ST,start_loc,end_loc,count,DATE,lat_x,lon_x,lat_y,lon_y
2896,2896,9591000,NIAGARA AVE,ALEMANY BOULEVARD,MISSION ST,1589,9/14/2017,37.7335693,-122.4126004,37.7310909,-122.4289637
2900,2900,8474000,LONDON ST,FRANCE AVE,RUSSIA AVE,432,9/14/2017,37.7164398,-122.43067,37.7170076,-122.4275961
2902,2902,8474000,LONDON ST,FRANCE AVE,RUSSIA AVE,1029,9/14/2017,37.7164398,-122.43067,37.7170076,-122.4275961
2903,2903,2232000,ALVISO ST,HOLLOWAY AVE,URBANO DR,197,9/14/2017,37.7213328,-122.4736698,37.7235086,-122.46773
2904,2904,2233000,ALVISO ST,HOLLOWAY AVE,URBANO DR,197,9/14/2017,37.7213328,-122.4736698,37.7235086,-122.46773
2907,2907,10364000,PERSIA AVE,LONDON ST,PARIS ST,3715,9/14/2017,37.7160702,-122.4402532,37.7166364,-122.4387764
2910,2910,3103000,BRAZIL AVE,PRAGUE ST,MUNICH ST,886,9/14/2017,37.7205215,-122.425912,37.720895,-122.426984
2911,2911,10364000,PERSIA AVE,LONDON ST,PARIS ST,3347,9/14/2017,37.7160702,-122.4402532,37.7166364,-122.4387764
2914,2914,3103000,BRAZIL AVE,PRAGUE ST,MUNICH ST,1044,9/14/2017,37.7205215,-122.425912,37.720895,-122.426984
2915,2915,2244000,AMAZON AVE,LONDON ST,PARIS ST,1707,9/14/2017,37.7160702,-122.4402532,37.7166364,-122.4387764
2918,2918,2244000,AMAZON AVE,LONDON ST,PARIS ST,3015,9/14/2017,37.7160702,-122.4402532,37.7166364,-122.4387764
2920,2920,9496000,NAPLES ST,GENEVA AVE,AMAZON AVE,2284,9/14/2017,37.7139796,-122.436571,37.7142435,-122.435944
2921,2921,13306000,VIENNA ST,GENEVA AVE,AMAZON AVE,383,9/14/2017,37.7175474,-122.4420049,37.7156974,-122.4362182
2922,2922,13306000,VIENNA ST,GENEVA AVE,AMAZON AVE,383,9/14/2017,37.7175474,-122.4420049,37.7156974,-122.4362182
2925,2925,9496000,NAPLES ST,GENEVA AVE,AMAZON AVE,2006,9/14/2017,37.7139796,-122.436571,37.7142435,-122.435944
2926,2926,13306000,VIENNA ST,GENEVA AVE,AMAZON AVE,541,9/14/2017,37.7175474,-122.4420049,37.7156974,-122.4362182
2927,2927,13306000,VIENNA ST,GENEVA AVE,AMAZON AVE,541,9/14/2017,37.7175474,-122.4420049,37.7156974,-122.4362182
2937,2937,2118000,ALABAMA ST,24TH ST,25TH ST,1098,9/14/2017,37.7518357,-122.425243,37.7508128,-122.4155588
2939,2939,13471000,WAWONA ST,15TH AVE,18TH AVE,1161,9/20/2017,37.7818212,-122.4740764,37.7412372,-122.4745108
2940,2940,13472000,WAWONA ST,15TH AVE,18TH AVE,1161,9/20/2017,37.7818212,-122.4740764,37.7412372,-122.4745108
2941,2941,13473000,WAWONA ST,15TH AVE,18TH AVE,1161,9/20/2017,37.7818212,-122.4740764,37.7412372,-122.4745108
2942,2942,13471000,WAWONA ST,15TH AVE,18TH AVE,612,9/20/2017,37.7818212,-122.4740764,37.7412372,-122.4745108
2943,2943,13472000,WAWONA ST,15TH AVE,18TH AVE,612,9/20/2017,37.7818212,-122.4740764,37.7412372,-122.4745108
2944,2944,13473000,WAWONA ST,15TH AVE,18TH AVE,612,9/20/2017,37.7818212,-122.4740764,37.7412372,-122.4745108
2946,2946,12235000,STONEYBROOK AVE,GLADSTONE DR,TRUMBULL ST,112,9/20/2017,37.729272,-122.422276,37.730951,-122.4219454
2947,2947,12235000,STONEYBROOK AVE,GLADSTONE DR,TRUMBULL ST,330,9/20/2017,37.729272,-122.422276,37.730951,-122.4219454
2949,2949,5874000,FRONT ST,BROADWAY,VALLEJO ST,851,9/20/2017,37.7978488,-122.4068446,37.794613,-122.4399741
2950,2950,5874000,FRONT ST,BROADWAY,VALLEJO ST,878,9/20/2017,37.7978488,-122.4068446,37.794613,-122.4399741
2952,2952,2514000,ASHBURY ST,FREDERICK ST,WALLER ST,2979,9/20/2017,37.7670392,-122.4462775,37.7691868,-122.446861
2953,2953,2514000,ASHBURY ST,FREDERICK ST,WALLER ST,1206,9/20/2017,37.7670392,-122.4462775,37.7691868,-122.446861
2955,2955,13471000,WAWONA ST,15TH AVE,18TH AVE,1208,9/21/2017,37.7818212,-122.4740764,37.7412372,-122.4745108
2956,2956,13472000,WAWONA ST,15TH AVE,18TH AVE,1208,9/21/2017,37.7818212,-122.4740764,37.7412372,-122.4745108
2957,2957,13473000,WAWONA ST,15TH AVE,18TH AVE,1208,9/21/2017,37.7818212,-122.4740764,37.7412372,-122.4745108
2958,2958,13471000,WAWONA ST,15TH AVE,18TH AVE,620,9/21/2017,37.7818212,-122.4740764,37.7412372,-122.4745108
2963,2963,12235000,STONEYBROOK AVE,GLADSTONE DR,TRUMBULL ST,378,9/21/2017,37.729272,-122.422276,37.730951,-122.4219454
2964,2964,12235000,STONEYBROOK AVE,GLADSTONE DR,TRUMBULL ST,123,9/21/2017,37.729272,-122.422276,37.730951,-122.4219454
2965,2965,5874000,FRONT ST,BROADWAY,VALLEJO ST,832,9/21/2017,37.7978488,-122.4068446,37.794613,-122.4399741
2966,2966,5874000,FRONT ST,BROADWAY,VALLEJO ST,858,9/21/2017,37.7978488,-122.4068446,37.794613,-122.4399741
2967,2967,2514000,ASHBURY ST,FREDERICK ST,WALLER ST,3090,9/21/2017,37.7670392,-122.4462775,37.7691868,-122.446861
2968,2968,2514000,ASHBURY ST,FREDERICK ST,WALLER ST,1209,9/21/2017,37.7670392,-122.4462775,37.7691868,-122.446861
2971,2971,10335000,PENNSYLVANIA AVE ,22ND ST,20TH ST,1277,10/10/2017,37.757286,-122.3923999,37.7601033,-122.393274
2972,2972,10335000,PENNSYLVANIA AVE ,22ND ST,20TH ST,2127,10/10/2017,37.757286,-122.3923999,37.7601033,-122.393274
2979,2979,6269000,GOLDEN GATE AVE,BUCHANAN ST,LAGUNA ST,10404,10/11/2017,37.7817772,-122.4290408,37.7801097,-122.427154
2980,2980,1634000,29TH ST,CASTRO ST,NOE ST,1191,10/11/2017,37.762413,-122.4351739,37.760224,-122.432716
2981,2981,10335000,PENNSYLVANIA AVE ,22ND ST,20TH ST,1346,10/11/2017,37.757286,-122.3923999,37.7604997,-122.3885771
2982,2982,10335000,PENNSYLVANIA AVE ,22ND ST,20TH ST,2070,10/11/2017,37.757286,-122.3923999,37.7604997,-122.3885771
2985,2985,1634000,29TH ST,CASTRO ST,NOE ST,1720,10/11/2017,37.762413,-122.4351739,37.760224,-122.432716
2993,2993,6269000,GOLDEN GATE AVE,BUCHANAN ST,LAGUNA ST,10672,10/12/2017,37.7817772,-122.4290408,37.7801097,-122.427154
2995,2995,1634000,29TH ST,CASTRO ST,NOE ST,1170,10/12/2017,37.762413,-122.4351739,37.760224,-122.432716
2998,2998,1634000,29TH ST,CASTRO ST,NOE ST,1624,10/12/2017,37.762413,-122.4351739,37.760224,-122.432716
3001,3001,12428000,TAYLOR ST,ELLIS ST,EDDY ST,9751,10/17/2017,37.7851198,-122.411478,37.7841159,-122.410657
3002,3002,12427000,TAYLOR ST,EDDY ST,TURK ST,10627,10/17/2017,37.7841159,-122.410657,37.7833861,-122.410083
3005,3005,12437000,TAYLOR ST,BUSH ST,SUTTER ST,7816,10/17/2017,37.7882928,-122.4235039,37.7899401,-122.4030318
3006,3006,12430000,TAYLOR ST,GEARY BOULEVARD,O'FARRELL ST,8789,10/17/2017,37.7829218,-122.443126,37.785865,-122.412139
3008,3008,12427000,TAYLOR ST,EDDY ST,TURK ST,10258,10/18/2017,37.7841159,-122.410657,37.7833861,-122.410083
3009,3009,2642000,BAKER ST,JEFFERSON ST,BEACH ST,1156,10/18/2017,37.8085953,-122.4125827,37.8040689,-122.4394049
3010,3010,12428000,TAYLOR ST,ELLIS ST,EDDY ST,10060,10/18/2017,37.7851198,-122.411478,37.7841159,-122.410657
3011,3011,2642000,BAKER ST,JEFFERSON ST,BEACH ST,817,10/18/2017,37.8085953,-122.4125827,37.8040689,-122.4394049
3014,3014,12437000,TAYLOR ST,BUSH ST,SUTTER ST,7890,10/18/2017,37.7882928,-122.4235039,37.7899401,-122.4030318
3015,3015,12430000,TAYLOR ST,GEARY BOULEVARD,O'FARRELL ST,9451,10/18/2017,37.7829218,-122.443126,37.785865,-122.412139
3016,3016,10371000,PERSIA AVE,MOSCOW ST,ATHENS ST,2597,10/18/2017,37.719716,-122.42868,37.7200969,-122.429782
3017,3017,2249000,AMAZON AVE,NAPLES ST,VIENNA ST,839,10/18/2017,37.714238,-122.4362501,37.7188615,-122.4316463
3018,3018,2249000,AMAZON AVE,NAPLES ST,VIENNA ST,1199,10/18/2017,37.714238,-122.4362501,37.7188615,-122.4316463
3019,3019,10371000,PERSIA AVE,MOSCOW ST,ATHENS ST,3071,10/18/2017,37.719716,-122.42868,37.7200969,-122.429782
3021,3021,12427000,TAYLOR ST,EDDY ST,TURK ST,10997,10/19/2017,37.7841159,-122.410657,37.7833861,-122.410083
3022,3022,2642000,BAKER ST,JEFFERSON ST,BEACH ST,1248,10/19/2017,37.8085953,-122.4125827,37.8040689,-122.4394049
3023,3023,12428000,TAYLOR ST,ELLIS ST,EDDY ST,9845,10/19/2017,37.7851198,-122.411478,37.7841159,-122.410657
3024,3024,2642000,BAKER ST,JEFFERSON ST,BEACH ST,788,10/19/2017,37.8085953,-122.4125827,37.8040689,-122.4394049
3027,3027,2249000,AMAZON AVE,NAPLES ST,VIENNA ST,1185,10/19/2017,37.714238,-122.4362501,37.7188615,-122.4316463
3028,3028,12437000,TAYLOR ST,BUSH ST,SUTTER ST,7342,10/19/2017,37.7882928,-122.4235039,37.7899401,-122.4030318
3029,3029,12430000,TAYLOR ST,GEARY BOULEVARD,O'FARRELL ST,9834,10/19/2017,37.7829218,-122.443126,37.785865,-122.412139
3030,3030,10371000,PERSIA AVE,MOSCOW ST,ATHENS ST,2681,10/19/2017,37.719716,-122.42868,37.7200969,-122.429782
3031,3031,2249000,AMAZON AVE,NAPLES ST,VIENNA ST,873,10/19/2017,37.714238,-122.4362501,37.7188615,-122.4316463
3032,3032,10371000,PERSIA AVE,MOSCOW ST,ATHENS ST,2985,10/19/2017,37.719716,-122.42868,37.7200969,-122.429782
3035,3035,12429000,TAYLOR ST,O'FARRELL ST,ELLIS ST,10250,11/7/2017,37.785865,-122.412139,37.7851198,-122.411478
3036,3036,12436000,TAYLOR ST,SUTTER ST,POST ST,8460,11/7/2017,37.7888674,-122.412253,37.7878614,-122.4114361
3037,3037,12435000,TAYLOR ST,SUTTER ST,POST ST,8460,11/7/2017,37.7888674,-122.412253,37.7878614,-122.4114361
3038,3038,12434000,TAYLOR ST,SUTTER ST,POST ST,8460,11/7/2017,37.7888674,-122.412253,37.7878614,-122.4114361
3043,3043,12429000,TAYLOR ST,O'FARRELL ST,ELLIS ST,10363,11/8/2017,37.785865,-122.412139,37.7851198,-122.411478
3046,3046,12436000,TAYLOR ST,SUTTER ST,POST ST,9987,11/8/2017,37.7888674,-122.412253,37.7878614,-122.4114361
3047,3047,12435000,TAYLOR ST,SUTTER ST,POST ST,9987,11/8/2017,37.7888674,-122.412253,37.7878614,-122.4114361
3048,3048,12434000,TAYLOR ST,SUTTER ST,POST ST,9987,11/8/2017,37.7888674,-122.412253,37.7878614,-122.4114361
3049,3049,12429000,TAYLOR ST,O'FARRELL ST,ELLIS ST,10117,11/9/2017,37.785865,-122.412139,37.7851198,-122.411478
3052,3052,12436000,TAYLOR ST,SUTTER ST,POST ST,9467,11/9/2017,37.7888674,-122.412253,37.7878614,-122.4114361
3053,3053,12435000,TAYLOR ST,SUTTER ST,POST ST,9467,11/9/2017,37.7888674,-122.412253,37.7878614,-122.4114361
3054,3054,12434000,TAYLOR ST,SUTTER ST,POST ST,9467,11/9/2017,37.7888674,-122.412253,37.7878614,-122.4114361
3065,3065,10613101,PORTOLA DR,TWIN PEAKS BLVD,GLENVIEW DR,14812,12/5/2017,37.7603796,-122.4468769,37.7463753,-122.447588
3066,3066,10613101,PORTOLA DR,TWIN PEAKS BLVD,GLENVIEW DR,13805,12/5/2017,37.7603796,-122.4468769,37.7463753,-122.447588
3072,3072,1016000,20TH AVE,SANTIAGO ST,TARAVAL ST,1091,12/5/2017,37.7444939,-122.4854816,37.7429279,-122.4801017
3073,3073,1016000,20TH AVE,SANTIAGO ST,TARAVAL ST,1203,12/5/2017,37.7444939,-122.4854816,37.7429279,-122.4801017
3078,3078,1090000,21ST AVE,SANTIAGO ST,TARAVAL ST,457,12/5/2017,37.7444939,-122.4854816,37.7429279,-122.4801017
3080,3080,1090000,21ST AVE,SANTIAGO ST,TARAVAL ST,542,12/5/2017,37.7444939,-122.4854816,37.7429279,-122.4801017
3081,3081,7941000,LAGUNA ST,HAIGHT ST,WALLER ST,2088,12/5/2017,37.7727888,-122.425826,37.7720971,-122.42566135151006
3088,3088,7941000,LAGUNA ST,HAIGHT ST,WALLER ST,4931,12/5/2017,37.7727888,-122.425826,37.7720971,-122.42566135151006
3099,3099,1822000,37TH AVE,ANZA ST,BALBOA ST,859,12/5/2017,37.7798991,-122.4559881,37.7757799,-122.4971862
3100,3100,1822000,37TH AVE,ANZA ST,BALBOA ST,501,12/5/2017,37.7798991,-122.4559881,37.7757799,-122.4971862
3103,3103,10613101,PORTOLA DR,TWIN PEAKS BLVD,GLENVIEW DR,15238,12/6/2017,37.7603796,-122.4468769,37.7463753,-122.447588
3104,3104,10613101,PORTOLA DR,TWIN PEAKS BLVD,GLENVIEW DR,14421,12/6/2017,37.7603796,-122.4468769,37.7463753,-122.447588
3109,3109,1016000,20TH AVE,SANTIAGO ST,TARAVAL ST,1142,12/6/2017,37.7444939,-122.4854816,37.7429279,-122.4801017
3111,3111,1016000,20TH AVE,SANTIAGO ST,TARAVAL ST,1160,12/6/2017,37.7444939,-122.4854816,37.7429279,-122.4801017
3117,3117,1090000,21ST AVE,SANTIAGO ST,TARAVAL ST,439,12/6/2017,37.7444939,-122.4854816,37.7429279,-122.4801017
3119,3119,1090000,21ST AVE,SANTIAGO ST,TARAVAL ST,557,12/6/2017,37.7444939,-122.4854816,37.7429279,-122.4801017
3132,3132,6265000,GOLDEN GATE AVE,VAN NESS AVE,POLK ST,9377,12/6/2017,37.78092,-122.420718,37.78122,-122.4183708
3137,3137,7941000,LAGUNA ST,HAIGHT ST,WALLER ST,1901,12/6/2017,37.7727888,-122.425826,37.7720971,-122.42566135151006
3138,3138,5659000,FOLSOM ST,2ND ST,ESSEX ST,11772,12/6/2017,37.7853938,-122.39699505,37.78624605,-122.39548892061488
3140,3140,6266000,GOLDEN GATE AVE,FRANKLIN ST,VAN NESS AVE,7450,12/6/2017,37.7863356,-122.4232167,37.78092,-122.420718
3144,3144,7941000,LAGUNA ST,HAIGHT ST,WALLER ST,4690,12/6/2017,37.7727888,-122.425826,37.7720971,-122.42566135151006
3159,3159,1822000,37TH AVE,ANZA ST,BALBOA ST,771,12/6/2017,37.7798991,-122.4559881,37.7757799,-122.4971862
3161,3161,1822000,37TH AVE,ANZA ST,BALBOA ST,515,12/6/2017,37.7798991,-122.4559881,37.7757799,-122.4971862
3174,3174,6265000,GOLDEN GATE AVE,VAN NESS AVE,POLK ST,9722,12/7/2017,37.78092,-122.420718,37.78122,-122.4183708
3176,3176,5659000,FOLSOM ST,2ND ST,ESSEX ST,12635,12/7/2017,37.7853938,-122.39699505,37.78624605,-122.39548892061488
3177,3177,6266000,GOLDEN GATE AVE,FRANKLIN ST,VAN NESS AVE,7658,12/7/2017,37.7863356,-122.4232167,37.78092,-122.420718
3184,3184,5652000,FOLSOM ST,BEALE ST,MAIN ST,5618,12/13/2017,37.7883974,-122.39322397496798,37.7897354,-122.3922979
3185,3185,5652000,FOLSOM ST,BEALE ST,MAIN ST,685,12/13/2017,37.7883974,-122.39322397496798,37.7897354,-122.3922979
3189,3189,5652000,FOLSOM ST,BEALE ST,MAIN ST,5774,12/14/2017,37.7883974,-122.39322397496798,37.7897354,-122.3922979
3190,3190,5652000,FOLSOM ST,BEALE ST,MAIN ST,729,12/14/2017,37.7883974,-122.39322397496798,37.7897354,-122.3922979
3193,3193,665000,15TH ST,CASTRO ST,NOE ST,1952,1/30/2018,37.762413,-122.4351739,37.760224,-122.432716
3194,3194,665000,15TH ST,CASTRO ST,NOE ST,1852,1/30/2018,37.762413,-122.4351739,37.760224,-122.432716
3195,3195,665000,15TH ST,NOE ST,SANCHEZ ST,2255,1/30/2018,37.760224,-122.432716,37.753957,-122.429884
3198,3198,3788000,CASTRO ST,MARKET ST,16TH ST,6525,1/30/2018,37.7626004,-122.4352931,37.7642388,-122.4354333
3199,3199,3789000,CASTRO ST,MARKET ST,16TH ST,6525,1/30/2018,37.7626004,-122.4352931,37.7642388,-122.4354333
3200,3200,746000,16TH ST,CASTRO ST,NOE ST,3320,1/30/2018,37.7646255,-122.4287107,37.760224,-122.432716
3201,3201,665000,15TH ST,NOE ST,SANCHEZ ST,1949,1/30/2018,37.760224,-122.432716,37.753957,-122.429884
3202,3202,746000,16TH ST,CASTRO ST,NOE ST,2224,1/30/2018,37.7646255,-122.4287107,37.760224,-122.432716
3205,3205,3788000,CASTRO ST,MARKET ST,16TH ST,4813,1/30/2018,37.7626004,-122.4352931,37.7642388,-122.4354333
3206,3206,3789000,CASTRO ST,MARKET ST,16TH ST,4813,1/30/2018,37.7626004,-122.4352931,37.7642388,-122.4354333
3207,3207,6881000,HENRY ST,CASTRO ST,NOE ST,378,1/30/2018,37.762413,-122.4351739,37.760224,-122.432716
3208,3208,6881000,HENRY ST,CASTRO ST,NOE ST,285,1/30/2018,37.762413,-122.4351739,37.760224,-122.432716
3209,3209,6048101,GEARY BLVD,BLAKE STREET,COLLINS ST,20806,5/4/2018,37.7818361,-122.4511043,37.7820053,-122.449853
3210,3210,6048201,GEARY BLVD,BLAKE STREET,COLLINS ST,20025,5/4/2018,37.7818361,-122.4511043,37.7820053,-122.449853
3211,3211,6040201,GEARY BLVD,LAGUNA STREET,WEBSTER ST,17279,5/4/2018,37.7847663,-122.4281594,37.7848429,-122.4309284
3212,3212,6040201,GEARY BLVD,LAGUNA STREET,WEBSTER ST,16417,5/4/2018,37.7847663,-122.4281594,37.7848429,-122.4309284
3213,3213,6048101,GEARY BLVD,BLAKE STREET,COLLINS ST,17750,5/5/2018,37.7818361,-122.4511043,37.7820053,-122.449853
3214,3214,6048201,GEARY BLVD,BLAKE STREET,COLLINS ST,19059,5/5/2018,37.7818361,-122.4511043,37.7820053,-122.449853
3215,3215,6040201,GEARY BLVD,LAGUNA STREET,WEBSTER ST,14790,5/5/2018,37.7847663,-122.4281594,37.7848429,-122.4309284
3216,3216,6040201,GEARY BLVD,LAGUNA STREET,WEBSTER ST,14857,5/5/2018,37.7847663,-122.4281594,37.7848429,-122.4309284
3217,3217,6048101,GEARY BLVD,BLAKE STREET,COLLINS ST,15204,5/6/2018,37.7818361,-122.4511043,37.7820053,-122.449853
3218,3218,6048201,GEARY BLVD,BLAKE STREET,COLLINS ST,16452,5/6/2018,37.7818361,-122.4511043,37.7820053,-122.449853
3219,3219,6040201,GEARY BLVD,LAGUNA STREET,WEBSTER ST,12787,5/6/2018,37.7847663,-122.4281594,37.7848429,-122.4309284
3220,3220,6040201,GEARY BLVD,LAGUNA STREET,WEBSTER ST,12063,5/6/2018,37.7847663,-122.4281594,37.7848429,-122.4309284
3221,3221,6048101,GEARY BLVD,BLAKE STREET,COLLINS ST,19832,5/7/2018,37.7818361,-122.4511043,37.7820053,-122.449853
3222,3222,6048201,GEARY BLVD,BLAKE STREET,COLLINS ST,18162,5/7/2018,37.7818361,-122.4511043,37.7820053,-122.449853
3223,3223,6040201,GEARY BLVD,LAGUNA STREET,WEBSTER ST,15162,5/7/2018,37.7847663,-122.4281594,37.7848429,-122.4309284
3224,3224,6040201,GEARY BLVD,LAGUNA STREET,WEBSTER ST,15242,5/7/2018,37.7847663,-122.4281594,37.7848429,-122.4309284
3225,3225,6048101,GEARY BLVD,BLAKE STREET,COLLINS ST,20663,5/8/2018,37.7818361,-122.4511043,37.7820053,-122.449853
3226,3226,6048201,GEARY BLVD,BLAKE STREET,COLLINS ST,18599,5/8/2018,37.7818361,-122.4511043,37.7820053,-122.449853
3227,3227,6040201,GEARY BLVD,LAGUNA STREET,WEBSTER ST,15961,5/8/2018,37.7847663,-122.4281594,37.7848429,-122.4309284
3228,3228,6040201,GEARY BLVD,LAGUNA STREET,WEBSTER ST,16541,5/8/2018,37.7847663,-122.4281594,37.7848429,-122.4309284
3229,3229,6048101,GEARY BLVD,BLAKE STREET,COLLINS ST,20729,5/9/2018,37.7818361,-122.4511043,37.7820053,-122.449853
3230,3230,6048201,GEARY BLVD,BLAKE STREET,COLLINS ST,19413,5/9/2018,37.7818361,-122.4511043,37.7820053,-122.449853
3231,3231,6040201,GEARY BLVD,LAGUNA STREET,WEBSTER ST,15985,5/9/2018,37.7847663,-122.4281594,37.7848429,-122.4309284
3232,3232,6040201,GEARY BLVD,LAGUNA STREET,WEBSTER ST,16867,5/9/2018,37.7847663,-122.4281594,37.7848429,-122.4309284
3233,3233,6044101,GEARY BLVD,BAKER STREET,DIVISADERO ST,19738,5/16/2018,37.7830124,-122.4431442,37.7834942,-122.4393098
3234,3234,6044101,GEARY BLVD,BAKER STREET,DIVISADERO ST,18138,5/16/2018,37.7830124,-122.4431442,37.7834942,-122.4393098
3235,3235,6044101,GEARY BLVD,BAKER STREET,DIVISADERO ST,18483,5/17/2018,37.7830124,-122.4431442,37.7834942,-122.4393098
3236,3236,6044101,GEARY BLVD,BAKER STREET,DIVISADERO ST,18203,5/17/2018,37.7830124,-122.4431442,37.7834942,-122.4393098
3237,3237,6044101,GEARY BLVD,BAKER STREET,DIVISADERO ST,21204,5/18/2018,37.7830124,-122.4431442,37.7834942,-122.4393098
3238,3238,6044101,GEARY BLVD,BAKER STREET,DIVISADERO ST,19205,5/18/2018,37.7830124,-122.4431442,37.7834942,-122.4393098
3239,3239,6044101,GEARY BLVD,BAKER STREET,DIVISADERO ST,16266,5/19/2018,37.7830124,-122.4431442,37.7834942,-122.4393098
3240,3240,6044101,GEARY BLVD,BAKER STREET,DIVISADERO ST,18887,5/19/2018,37.7830124,-122.4431442,37.7834942,-122.4393098
3241,3241,6044101,GEARY BLVD,BAKER STREET,DIVISADERO ST,13136,5/20/2018,37.7830124,-122.4431442,37.7834942,-122.4393098
3242,3242,6044101,GEARY BLVD,BAKER STREET,DIVISADERO ST,16214,5/20/2018,37.7830124,-122.4431442,37.7834942,-122.4393098
3243,3243,6044101,GEARY BLVD,BAKER STREET,DIVISADERO ST,18844,5/21/2018,37.7830124,-122.4431442,37.7834942,-122.4393098
3244,3244,6044101,GEARY BLVD,BAKER STREET,DIVISADERO ST,16383,5/21/2018,37.7830124,-122.4431442,37.7834942,-122.4393098
3245,3245,6044101,GEARY BLVD,BAKER STREET,DIVISADERO ST,19319,5/22/2018,37.7830124,-122.4431442,37.7834942,-122.4393098
3246,3246,6044101,GEARY BLVD,BAKER STREET,DIVISADERO ST,16975,5/22/2018,37.7830124,-122.4431442,37.7834942,-122.4393098
3247,3247,6044101,GEARY BLVD,BAKER STREET,DIVISADERO ST,19897,5/23/2018,37.7830124,-122.4431442,37.7834942,-122.4393098
3248,3248,6044101,GEARY BLVD,BAKER STREET,DIVISADERO ST,17920,5/23/2018,37.7830124,-122.4431442,37.7834942,-122.4393098
3249,3249,7949000,LAGUNA ST , HAYES ST , LINDEN ST,4894,5/30/2018,37.7767294,-122.426254,37.7757835,-122.4279225
3250,3250,7949000,LAGUNA ST , HAYES ST , LINDEN ST,3774,5/30/2018,37.7767294,-122.426254,37.7757835,-122.4279225
3252,3252,8393001,LINDEN ST , LAGUNA ST , OCTAVIA ST,287,5/30/2018,37.7750597,-122.4260018,37.7930167,-122.4279155
3253,3253,7949000,LAGUNA ST , HAYES ST , LINDEN ST,5008,5/31/2018,37.7767294,-122.426254,37.7757835,-122.4279225
3254,3254,7949000,LAGUNA ST , HAYES ST , LINDEN ST,3886,5/31/2018,37.7767294,-122.426254,37.7757835,-122.4279225
3256,3256,8394000,LINDEN ST , LAGUNA ST , OCTAVIA ST,349,5/31/2018,37.7750597,-122.4260018,37.7930167,-122.4279155
3259,3259,7949000,LAGUNA ST , HAYES ST , LINDEN ST,3702,6/9/2018,37.7767294,-122.426254,37.7757835,-122.4279225
3260,3260,7949000,LAGUNA ST , HAYES ST , LINDEN ST,4096,6/9/2018,37.7767294,-122.426254,37.7757835,-122.4279225
3261,3261,7949000,LAGUNA ST , HAYES ST , LINDEN ST,3421,6/10/2018,37.7767294,-122.426254,37.7757835,-122.4279225
3262,3262,7949000,LAGUNA ST , HAYES ST , LINDEN ST,3929,6/10/2018,37.7767294,-122.426254,37.7757835,-122.4279225
3263,3263,7949000,LAGUNA ST , HAYES ST , LINDEN ST,4191,6/12/2018,37.7767294,-122.426254,37.7757835,-122.4279225
3264,3264,7949000,LAGUNA ST , HAYES ST , LINDEN ST,3901,6/12/2018,37.7767294,-122.426254,37.7757835,-122.4279225
3272,3272,1818000,36TH AVE, YORBA ST , SLOAT BLVD,1792,6/13/2018,37.7347133,-122.4955475,37.7337747,-122.4933795
3273,3273,1818000,36TH AVE, YORBA ST , SLOAT BLVD,903,6/13/2018,37.7347133,-122.4955475,37.7337747,-122.4933795
3274,3274,4360000,CONSTANSO WAY , CRESTLAKE DR , SLOAT BLVD,1031,6/13/2018,37.7350067,-122.4859304,37.7342811,-122.4891644
3275,3275,4360000,CONSTANSO WAY , CRESTLAKE DR , SLOAT BLVD,235,6/13/2018,37.7350067,-122.4859304,37.7342811,-122.4891644
3276,3276,4361000,CONSTANSO WAY , CRESTLAKE DR , SLOAT BLVD,1031,6/13/2018,37.7350067,-122.4859304,37.7342811,-122.4891644
3277,3277,4361000,CONSTANSO WAY , CRESTLAKE DR , SLOAT BLVD,235,6/13/2018,37.7350067,-122.4859304,37.7342811,-122.4891644
3279,3279,13471000,WAWONA ST ,18TH AVE,15TH AVE,1399,6/13/2018,37.7412372,-122.4745108,37.7818212,-122.4740764
3280,3280,13471000,WAWONA ST ,18TH AVE,15TH AVE,622,6/13/2018,37.7412372,-122.4745108,37.7818212,-122.4740764
3281,3281,13471000,WAWONA ST ,18TH AVE,15TH AVE,1399,6/13/2018,37.7412372,-122.4745108,37.7818212,-122.4740764
3282,3282,13473000,WAWONA ST ,18TH AVE,15TH AVE,622,6/13/2018,37.7412372,-122.4745108,37.7818212,-122.4740764
3283,3283,13473000,WAWONA ST ,18TH AVE,15TH AVE,1399,6/13/2018,37.7412372,-122.4745108,37.7818212,-122.4740764
3284,3284,13473000,WAWONA ST ,18TH AVE,15TH AVE,622,6/13/2018,37.7412372,-122.4745108,37.7818212,-122.4740764
3290,3290,7949000,LAGUNA ST , HAYES ST , LINDEN ST,4182,6/14/2018,37.7767294,-122.426254,37.7757835,-122.4279225
3291,3291,7949000,LAGUNA ST , HAYES ST , LINDEN ST,4071,6/14/2018,37.7767294,-122.426254,37.7757835,-122.4279225
3292,3292,1588000,28TH AVE, MORAGA , NORIEGA,1247,10/30/2018,37.7564451,-122.465705,37.7539514,-122.485919
3293,3293,1588000,28TH AVE, MORAGA , NORIEGA,1340,10/30/2018,37.7564451,-122.465705,37.7539514,-122.485919
3302,3302,7901000,KISKA RD , INGALLS , REARDON,1304,10/30/2018,37.7311117,-122.379404,37.7300636,-122.37713
3303,3303,7901000,KISKA RD , INGALLS , REARDON,1316,10/30/2018,37.7311117,-122.379404,37.7300636,-122.37713
